%File: MA_CRP_09032023.CRS
%DIDACTA Italia:
%Exercise on: C.R.P. OpenLoop

%Test Date: 05/09/2000   User:                               

%Test #: 0

%Sample Rate: 1 s

%Notes: 


%----------
% #       time  Out.Sig  Act.Sig    Noise       SP      
%        [sec]      [%]      [%]      [%]      [%]      
581     582.0     49.0     24.0      0.0     50.0
582     583.0     48.9     24.0      0.0     50.0
583     584.0     49.1     24.0      0.0     50.0
584     585.0     48.9     24.0      0.0     50.0
585     586.0     49.1     24.0      0.0     50.0
586     587.0     49.2     24.0      0.0     50.0
587     588.0     49.3     24.0      0.0     50.0
588     589.0     49.1     24.0      0.0     50.0
589     590.0     49.2     24.0      0.0     50.0
590     591.0     49.3     24.0      0.0     50.0
591     592.0     49.1     24.0      0.0     50.0
592     593.0     49.3     24.0      0.0     50.0
593     594.0     49.3     24.0      0.0     50.0
594     595.0     49.3     24.0      0.0     50.0
595     596.0     49.3     24.0      0.0     50.0
596     597.0     49.3     24.0      0.0     50.0
597     598.0     49.4     24.0      0.0     50.0
598     599.0     49.4     24.0      0.0     50.0
599     600.0     49.4     24.0      0.0     50.0
600     601.0     49.4     24.0      0.0     50.0
601     602.0     49.4     24.0      0.0     50.0
602     603.0     49.4     24.0      0.0     50.0
603     604.0     49.4     24.0      0.0     50.0
604     605.0     49.5     24.0      0.0     50.0
605     606.0     49.4     24.0      0.0     50.0
606     607.0     49.4     24.0      0.0     50.0
607     608.0     49.6     24.0      0.0     50.0
608     609.0     49.4     24.0      0.0     50.0
609     610.0     49.4     24.0      0.0     50.0
610     611.0     49.4     24.0      0.0     50.0
611     612.0     49.4     24.0      0.0     50.0
612     613.0     49.4     24.0      0.0     50.0
613     614.0     49.4     24.0      0.0     50.0
614     615.0     49.5     24.0      0.0     50.0
615     616.0     49.5     24.0      0.0     50.0
616     617.0     49.5     24.0      0.0     50.0
617     618.0     49.5     24.0      0.0     50.0
618     619.0     49.5     24.0      0.0     50.0
619     620.0     49.6     24.0      0.0     50.0
620     621.0     49.5     24.0      0.0     50.0
621     622.0     49.5     24.0      0.0     50.0
622     623.0     49.5     24.0      0.0     50.0
623     624.0     49.5     24.0      0.0     50.0
624     625.0     49.4     24.0      0.0     50.0
625     626.0     49.5     24.0      0.0     50.0
626     627.0     49.5     24.0      0.0     50.0
627     628.0     49.3     24.0      0.0     50.0
628     629.0     49.4     24.0      0.0     50.0
629     630.0     49.4     24.0      0.0     50.0
630     631.0     49.5     24.0      0.0     50.0
631     632.0     49.4     24.0      0.0     50.0
632     633.0     49.5     24.0      0.0     50.0
633     634.0     49.4     24.0      0.0     50.0
634     635.0     49.5     24.0      0.0     50.0
635     636.0     49.4     24.0      0.0     50.0
636     637.0     49.4     24.0      0.0     50.0
637     638.0     49.4     24.0      0.0     50.0
638     639.0     49.5     24.0      0.0     50.0
639     640.0     49.5     24.0      0.0     50.0
640     641.0     49.6     24.0      0.0     50.0
641     642.0     49.6     24.0      0.0     50.0
642     643.0     49.4     24.0      0.0     50.0
643     644.0     49.4     24.0      0.0     50.0
644     645.0     49.4     24.0      0.0     50.0
645     646.0     49.5     24.0      0.0     50.0
646     647.0     49.6     24.0      0.0     50.0
647     648.0     49.4     24.0      0.0     50.0
648     649.0     49.4     24.0      0.0     50.0
649     650.0     49.5     24.0      0.0     50.0
650     651.0     49.5     24.0      0.0     50.0
651     652.0     49.4     24.0      0.0     50.0
652     653.0     49.5     24.0      0.0     50.0
653     654.0     49.4     24.0      0.0     50.0
654     655.0     49.4     24.0      0.0     50.0
655     656.0     49.4     24.0      0.0     50.0
656     657.0     49.4     24.0      0.0     50.0
657     658.0     49.4     24.0      0.0     50.0
658     659.0     49.4     24.0      0.0     50.0
659     660.0     49.4     24.0      0.0     50.0
660     661.0     49.6     24.0      0.0     50.0
661     662.0     49.4     24.0      0.0     50.0
662     663.0     49.4     24.0      0.0     50.0
663     664.0     49.4     24.0      0.0     50.0
664     665.0     49.4     24.0      0.0     50.0
665     666.0     49.4     24.0      0.0     50.0
666     667.0     49.5     24.0      0.0     50.0
667     668.0     49.4     24.0      0.0     50.0
668     669.0     49.3     24.0      0.0     50.0
669     670.0     49.4     24.0      0.0     50.0
670     671.0     49.3     24.0      0.0     50.0
671     672.0     49.5     24.0      0.0     50.0
672     673.0     49.4     24.0      0.0     50.0
673     674.0     49.3     24.0      0.0     50.0
674     675.0     49.4     24.0      0.0     50.0
675     676.0     49.5     24.0      0.0     50.0
676     677.0     49.4     24.0      0.0     50.0
677     678.0     49.4     24.0      0.0     50.0
678     679.0     49.3     24.0      0.0     50.0
679     680.0     49.4     24.0      0.0     50.0
680     681.0     49.3     24.0      0.0     50.0
681     682.0     49.3     28.0      0.0     50.0
682     683.0     47.3     28.0      0.0     50.0
683     684.0     44.8     28.0      0.0     50.0
684     685.0     42.9     28.0      0.0     50.0
685     686.0     41.4     28.0      0.0     50.0
686     687.0     40.5     28.0      0.0     50.0
687     688.0     39.4     28.0      0.0     50.0
688     689.0     38.6     28.0      0.0     50.0
689     690.0     38.1     28.0      0.0     50.0
690     691.0     37.5     28.0      0.0     50.0
691     692.0     37.1     28.0      0.0     50.0
692     693.0     36.6     28.0      0.0     50.0
693     694.0     36.3     28.0      0.0     50.0
694     695.0     36.0     28.0      0.0     50.0
695     696.0     35.8     28.0      0.0     50.0
696     697.0     35.6     28.0      0.0     50.0
697     698.0     35.4     28.0      0.0     50.0
698     699.0     35.2     28.0      0.0     50.0
699     700.0     35.0     28.0      0.0     50.0
700     701.0     35.0     28.0      0.0     50.0
701     702.0     34.9     28.0      0.0     50.0
702     703.0     34.8     28.0      0.0     50.0
703     704.0     34.7     28.0      0.0     50.0
704     705.0     34.6     28.0      0.0     50.0
705     706.0     34.6     28.0      0.0     50.0
706     707.0     34.5     28.0      0.0     50.0
707     708.0     34.5     28.0      0.0     50.0
708     709.0     34.5     28.0      0.0     50.0
709     710.0     34.3     28.0      0.0     50.0
710     711.0     34.3     28.0      0.0     50.0
711     712.0     34.3     28.0      0.0     50.0
712     713.0     34.3     28.0      0.0     50.0
713     714.0     34.2     28.0      0.0     50.0
714     715.0     34.2     28.0      0.0     50.0
715     716.0     34.2     28.0      0.0     50.0
716     717.0     34.1     28.0      0.0     50.0
717     718.0     34.1     28.0      0.0     50.0
718     719.0     34.2     28.0      0.0     50.0
719     720.0     34.1     28.0      0.0     50.0
720     721.0     34.2     28.0      0.0     50.0
721     722.0     34.1     28.0      0.0     50.0
722     723.0     34.1     28.0      0.0     50.0
723     724.0     34.2     28.0      0.0     50.0
724     725.0     33.9     28.0      0.0     50.0
725     726.0     34.0     28.0      0.0     50.0
726     727.0     34.2     28.0      0.0     50.0
727     728.0     34.0     28.0      0.0     50.0
728     729.0     34.1     28.0      0.0     50.0
729     730.0     34.0     28.0      0.0     50.0
730     731.0     33.8     28.0      0.0     50.0
731     732.0     33.9     28.0      0.0     50.0
732     733.0     34.0     28.0      0.0     50.0
733     734.0     33.9     28.0      0.0     50.0
734     735.0     34.1     28.0      0.0     50.0
735     736.0     34.0     28.0      0.0     50.0
736     737.0     34.0     28.0      0.0     50.0
737     738.0     34.0     28.0      0.0     50.0
738     739.0     34.0     28.0      0.0     50.0
739     740.0     34.0     28.0      0.0     50.0
740     741.0     33.9     28.0      0.0     50.0
741     742.0     34.0     28.0      0.0     50.0
742     743.0     34.0     28.0      0.0     50.0
743     744.0     33.9     28.0      0.0     50.0
744     745.0     33.9     28.0      0.0     50.0
745     746.0     34.0     28.0      0.0     50.0
746     747.0     33.9     28.0      0.0     50.0
747     748.0     33.9     28.0      0.0     50.0
748     749.0     33.9     28.0      0.0     50.0
749     750.0     33.8     28.0      0.0     50.0
750     751.0     33.8     28.0      0.0     50.0
751     752.0     33.9     28.0      0.0     50.0
752     753.0     33.9     28.0      0.0     50.0
753     754.0     33.8     28.0      0.0     50.0
754     755.0     33.9     28.0      0.0     50.0
755     756.0     33.8     28.0      0.0     50.0
756     757.0     33.9     28.0      0.0     50.0
757     758.0     33.9     28.0      0.0     50.0
758     759.0     33.8     28.0      0.0     50.0
759     760.0     33.8     28.0      0.0     50.0
760     761.0     33.7     28.0      0.0     50.0
761     762.0     33.8     28.0      0.0     50.0
762     763.0     33.7     28.0      0.0     50.0
763     764.0     33.8     28.0      0.0     50.0
764     765.0     33.9     28.0      0.0     50.0
765     766.0     33.8     28.0      0.0     50.0
766     767.0     33.8     28.0      0.0     50.0
767     768.0     33.7     28.0      0.0     50.0
768     769.0     33.9     28.0      0.0     50.0
769     770.0     33.7     28.0      0.0     50.0
770     771.0     33.7     28.0      0.0     50.0
771     772.0     33.8     28.0      0.0     50.0
772     773.0     33.7     28.0      0.0     50.0
773     774.0     33.7     28.0      0.0     50.0
774     775.0     33.8     28.0      0.0     50.0
775     776.0     33.7     28.0      0.0     50.0
776     777.0     33.7     28.0      0.0     50.0
777     778.0     33.7     28.0      0.0     50.0
778     779.0     33.8     28.0      0.0     50.0
779     780.0     33.7     28.0      0.0     50.0
780     781.0     33.8     28.0      0.0     50.0
781     782.0     33.8     28.0      0.0     50.0
782     783.0     33.8     28.0      0.0     50.0
783     784.0     33.7     28.0      0.0     50.0
784     785.0     33.7     28.0      0.0     50.0
785     786.0     33.6     28.0      0.0     50.0
786     787.0     33.7     28.0      0.0     50.0
787     788.0     33.6     28.0      0.0     50.0
788     789.0     33.7     28.0      0.0     50.0
789     790.0     33.6     28.0      0.0     50.0
790     791.0     33.6     28.0      0.0     50.0
791     792.0     33.6     28.0      0.0     50.0
792     793.0     33.6     28.0      0.0     50.0
793     794.0     33.6     28.0      0.0     50.0
794     795.0     33.7     28.0      0.0     50.0
795     796.0     33.5     28.0      0.0     50.0
796     797.0     33.5     28.0      0.0     50.0
797     798.0     33.6     28.0      0.0     50.0
798     799.0     33.6     28.0      0.0     50.0
799     800.0     33.5     28.0      0.0     50.0


800     801.0     33.6     28.0      0.0     50.0
801     802.0     33.6     28.0      0.0     50.0
802     803.0     33.5     28.0      0.0     50.0
803     804.0     33.5     28.0      0.0     50.0
804     805.0     33.6     28.0      0.0     50.0
805     806.0     33.6     28.0      0.0     50.0
806     807.0     33.6     28.0      0.0     50.0
807     808.0     33.6     28.0      0.0     50.0
808     809.0     33.6     28.0      0.0     50.0
809     810.0     33.5     28.0      0.0     50.0
810     811.0     33.5     28.0      0.0     50.0
811     812.0     33.4     28.0      0.0     50.0
812     813.0     33.5     28.0      0.0     50.0
813     814.0     33.5     28.0      0.0     50.0
814     815.0     33.4     28.0      0.0     50.0
815     816.0     33.4     28.0      0.0     50.0
816     817.0     33.5     28.0      0.0     50.0
817     818.0     33.5     28.0      0.0     50.0
818     819.0     33.5     28.0      0.0     50.0
819     820.0     33.3     28.0      0.0     50.0
820     821.0     33.4     28.0      0.0     50.0
821     822.0     33.5     28.0      0.0     50.0
822     823.0     33.5     28.0      0.0     50.0
823     824.0     33.6     28.0      0.0     50.0
824     825.0     33.5     28.0      0.0     50.0
825     826.0     33.5     28.0      0.0     50.0
826     827.0     33.4     28.0      0.0     50.0
827     828.0     33.4     28.0      0.0     50.0
828     829.0     33.4     28.0      0.0     50.0
829     830.0     33.5     28.0      0.0     50.0
830     831.0     33.5     28.0      0.0     50.0
831     832.0     33.4     28.0      0.0     50.0
832     833.0     33.3     28.0      0.0     50.0
833     834.0     33.3     28.0      0.0     50.0
834     835.0     33.6     28.0      0.0     50.0
835     836.0     33.5     28.0      0.0     50.0
836     837.0     33.4     28.0      0.0     50.0
837     838.0     33.5     28.0      0.0     50.0
838     839.0     33.4     28.0      0.0     50.0
839     840.0     33.3     28.0      0.0     50.0
840     841.0     33.5     28.0      0.0     50.0
841     842.0     33.4     28.0      0.0     50.0
842     843.0     33.4     28.0      0.0     50.0
843     844.0     33.4     28.0      0.0     50.0
844     845.0     33.3     28.0      0.0     50.0
845     846.0     33.3     28.0      0.0     50.0
846     847.0     33.5     28.0      0.0     50.0
847     848.0     33.4     28.0      0.0     50.0
848     849.0     33.4     28.0      0.0     50.0
849     850.0     33.4     28.0      0.0     50.0
850     851.0     33.3     28.0      0.0     50.0
851     852.0     33.4     28.0      0.0     50.0
852     853.0     33.3     28.0      0.0     50.0
853     854.0     33.3     28.0      0.0     50.0
854     855.0     33.3     28.0      0.0     50.0
855     856.0     33.2     28.0      0.0     50.0
856     857.0     33.3     28.0      0.0     50.0
857     858.0     33.3     28.0      0.0     50.0
858     859.0     33.3     28.0      0.0     50.0
859     860.0     33.3     28.0      0.0     50.0
860     861.0     33.2     28.0      0.0     50.0
861     862.0     33.3     28.0      0.0     50.0
862     863.0     33.3     28.0      0.0     50.0
863     864.0     33.2     28.0      0.0     50.0
864     865.0     33.4     28.0      0.0     50.0
865     866.0     33.3     28.0      0.0     50.0
866     867.0     33.4     28.0      0.0     50.0
867     868.0     33.2     28.0      0.0     50.0
868     869.0     33.2     28.0      0.0     50.0
869     870.0     33.4     28.0      0.0     50.0
870     871.0     33.3     28.0      0.0     50.0
871     872.0     33.1     28.0      0.0     50.0
872     873.0     33.2     28.0      0.0     50.0
873     874.0     33.2     28.0      0.0     50.0
874     875.0     33.2     28.0      0.0     50.0
875     876.0     33.2     28.0      0.0     50.0
876     877.0     33.3     28.0      0.0     50.0
877     878.0     33.2     28.0      0.0     50.0
878     879.0     33.3     28.0      0.0     50.0
879     880.0     33.3     28.0      0.0     50.0
880     881.0     33.1     28.0      0.0     50.0
881     882.0     33.1     28.0      0.0     50.0
882     883.0     33.2     28.0      0.0     50.0
883     884.0     33.2     28.0      0.0     50.0
884     885.0     33.3     28.0      0.0     50.0
885     886.0     33.3     28.0      0.0     50.0
886     887.0     33.2     28.0      0.0     50.0
887     888.0     33.3     28.0      0.0     50.0
888     889.0     33.2     28.0      0.0     50.0
889     890.0     33.2     28.0      0.0     50.0
890     891.0     33.2     28.0      0.0     50.0
891     892.0     33.2     28.0      0.0     50.0
892     893.0     33.2     28.0      0.0     50.0
893     894.0     33.2     28.0      0.0     50.0
894     895.0     33.2     28.0      0.0     50.0
895     896.0     33.3     28.0      0.0     50.0
896     897.0     33.2     28.0      0.0     50.0
897     898.0     33.1     28.0      0.0     50.0
898     899.0     33.2     28.0      0.0     50.0
899     900.0     33.2     28.0      0.0     50.0
900     901.0     33.1     28.0      0.0     50.0
901     902.0     33.3     28.0      0.0     50.0
902     903.0     33.3     28.0      0.0     50.0
903     904.0     33.2     28.0      0.0     50.0
904     905.0     33.1     28.0      0.0     50.0
905     906.0     33.2     28.0      0.0     50.0
906     907.0     33.2     28.0      0.0     50.0
907     908.0     33.1     28.0      0.0     50.0
908     909.0     33.1     28.0      0.0     50.0
909     910.0     33.2     28.0      0.0     50.0
910     911.0     33.1     28.0      0.0     50.0
911     912.0     33.2     28.0      0.0     50.0
912     913.0     33.1     28.0      0.0     50.0
913     914.0     33.2     28.0      0.0     50.0
914     915.0     33.0     28.0      0.0     50.0
915     916.0     33.2     28.0      0.0     50.0
916     917.0     33.1     28.0      0.0     50.0
917     918.0     33.1     28.0      0.0     50.0
918     919.0     33.2     28.0      0.0     50.0
919     920.0     33.0     28.0      0.0     50.0
920     921.0     33.3     28.0      0.0     50.0
921     922.0     33.2     28.0      0.0     50.0
922     923.0     33.2     28.0      0.0     50.0
923     924.0     33.0     28.0      0.0     50.0
924     925.0     33.2     28.0      0.0     50.0
925     926.0     33.2     28.0      0.0     50.0
926     927.0     33.1     28.0      0.0     50.0
927     928.0     33.2     28.0      0.0     50.0
928     929.0     33.2     28.0      0.0     50.0
929     930.0     33.1     28.0      0.0     50.0
930     931.0     33.3     28.0      0.0     50.0
931     932.0     33.2     28.0      0.0     50.0
932     933.0     33.2     28.0      0.0     50.0
933     934.0     33.2     28.0      0.0     50.0
934     935.0     33.1     28.0      0.0     50.0
935     936.0     33.1     28.0      0.0     50.0
936     937.0     33.2     28.0      0.0     50.0
937     938.0     33.2     28.0      0.0     50.0
938     939.0     33.2     28.0      0.0     50.0
939     940.0     33.2     28.0      0.0     50.0
940     941.0     33.2     28.0      0.0     50.0
941     942.0     33.1     28.0      0.0     50.0
942     943.0     33.1     28.0      0.0     50.0
943     944.0     33.2     28.0      0.0     50.0
944     945.0     33.1     28.0      0.0     50.0
945     946.0     33.1     28.0      0.0     50.0
946     947.0     33.2     28.0      0.0     50.0
947     948.0     33.1     28.0      0.0     50.0
948     949.0     33.2     28.0      0.0     50.0
949     950.0     33.0     28.0      0.0     50.0
950     951.0     33.1     28.0      0.0     50.0
951     952.0     33.1     28.0      0.0     50.0
952     953.0     33.1     28.0      0.0     50.0
953     954.0     33.1     28.0      0.0     50.0
954     955.0     33.2     28.0      0.0     50.0
955     956.0     33.0     28.0      0.0     50.0
956     957.0     33.1     28.0      0.0     50.0
957     958.0     33.1     28.0      0.0     50.0
958     959.0     33.1     28.0      0.0     50.0
959     960.0     32.9     28.0      0.0     50.0
960     961.0     33.1     28.0      0.0     50.0
961     962.0     33.2     28.0      0.0     50.0
962     963.0     33.1     28.0      0.0     50.0
963     964.0     33.1     28.0      0.0     50.0
964     965.0     33.1     28.0      0.0     50.0
965     966.0     33.1     28.0      0.0     50.0
966     967.0     33.0     28.0      0.0     50.0
967     968.0     33.1     28.0      0.0     50.0
968     969.0     33.1     28.0      0.0     50.0
969     970.0     33.1     28.0      0.0     50.0
970     971.0     33.2     28.0      0.0     50.0


